3.0291 	WARNING 	psychopy.parallel has been imported on a Mac (which doesn't have a parallel port?)
14.1233 	EXP 	Created probe_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
14.5287 	EXP 	Created haus_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='haus_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
14.9346 	EXP 	Created target_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
14.9357 	EXP 	Created probe_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
15.3375 	EXP 	Created sequence: fullRandom, trialTypes=1, nReps=2, seed=None
15.3377 	EXP 	New trial (rep=0, index=0): None
15.3378 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
15.3379 	EXP 	New trial (rep=0, index=0): None
15.3677 	WARNING 	t of last frame was 3809.12ms (=1/0)
15.3677 	EXP 	face_instructions: autoDraw = True
15.4027 	WARNING 	t of last frame was 27.12ms (=1/36)
15.4227 	WARNING 	t of last frame was 20.02ms (=1/49)
15.4433 	WARNING 	t of last frame was 20.65ms (=1/48)
16.3508 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
16.3511 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
16.3514 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
16.3517 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
16.3907 	EXP 	New trial (rep=0, index=2): OrderedDict([('trialNum', 2)])
16.4010 	EXP 	New trial (rep=0, index=3): OrderedDict([('trialNum', 3)])
16.4072 	EXP 	New trial (rep=0, index=4): OrderedDict([('trialNum', 4)])
16.4131 	EXP 	New trial (rep=0, index=5): OrderedDict([('trialNum', 5)])
16.4197 	EXP 	New trial (rep=0, index=6): OrderedDict([('trialNum', 6)])
16.4307 	EXP 	New trial (rep=0, index=7): OrderedDict([('trialNum', 7)])
16.4364 	EXP 	New trial (rep=0, index=8): OrderedDict([('trialNum', 8)])
16.4428 	EXP 	New trial (rep=0, index=9): OrderedDict([('trialNum', 9)])
16.4497 	EXP 	New trial (rep=0, index=10): OrderedDict([('trialNum', 10)])
16.4551 	EXP 	New trial (rep=0, index=11): OrderedDict([('trialNum', 11)])
16.4613 	EXP 	New trial (rep=0, index=12): OrderedDict([('trialNum', 12)])
16.4678 	EXP 	New trial (rep=0, index=13): OrderedDict([('trialNum', 13)])
16.4744 	EXP 	New trial (rep=0, index=14): OrderedDict([('trialNum', 14)])
16.4807 	EXP 	New trial (rep=0, index=15): OrderedDict([('trialNum', 15)])
16.4870 	EXP 	New trial (rep=0, index=16): OrderedDict([('trialNum', 16)])
16.4939 	EXP 	New trial (rep=0, index=17): OrderedDict([('trialNum', 17)])
16.5004 	EXP 	New trial (rep=0, index=18): OrderedDict([('trialNum', 18)])
16.5066 	EXP 	New trial (rep=0, index=19): OrderedDict([('trialNum', 19)])
16.5116 	EXP 	New trial (rep=0, index=20): OrderedDict([('trialNum', 20)])
16.5174 	EXP 	New trial (rep=0, index=21): OrderedDict([('trialNum', 21)])
16.5236 	EXP 	New trial (rep=0, index=22): OrderedDict([('trialNum', 22)])
16.5299 	EXP 	New trial (rep=0, index=23): OrderedDict([('trialNum', 23)])
16.5447 	DATA 	Keypress: space
16.5583 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
16.5582 	EXP 	face_instructions: autoDraw = False
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
16.5582 	EXP 	target_image1: autoDraw = True
16.7280 	EXP 	window1: recordFrameIntervals = False
16.7418 	EXP 	window1: recordFrameIntervals = True
17.0515 	EXP 	target_image1: autoDraw = False
17.0587 	EXP 	probe_image1: autoDraw = True
17.2586 	EXP 	probe_image1: autoDraw = False
17.5436 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
17.5438 	EXP 	New trial (rep=0, index=0): None
17.5469 	DATA 	Keypress: s
17.5585 	EXP 	target_image1: autoDraw = False
17.5585 	EXP 	probe_image1: autoDraw = False
17.5585 	EXP 	haus_instructions: autoDraw = True
18.7820 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
18.7822 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
18.7825 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
18.7828 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
18.7989 	EXP 	New trial (rep=0, index=2): OrderedDict([('trialNum', 2)])
18.8037 	EXP 	New trial (rep=0, index=3): OrderedDict([('trialNum', 3)])
18.8066 	EXP 	New trial (rep=0, index=4): OrderedDict([('trialNum', 4)])
18.8091 	EXP 	New trial (rep=0, index=5): OrderedDict([('trialNum', 5)])
18.8116 	EXP 	New trial (rep=0, index=6): OrderedDict([('trialNum', 6)])
18.8142 	EXP 	New trial (rep=0, index=7): OrderedDict([('trialNum', 7)])
18.8166 	EXP 	New trial (rep=0, index=8): OrderedDict([('trialNum', 8)])
18.8189 	EXP 	New trial (rep=0, index=9): OrderedDict([('trialNum', 9)])
18.8211 	EXP 	New trial (rep=0, index=10): OrderedDict([('trialNum', 10)])
18.8232 	EXP 	New trial (rep=0, index=11): OrderedDict([('trialNum', 11)])
18.8254 	EXP 	New trial (rep=0, index=12): OrderedDict([('trialNum', 12)])
18.8275 	EXP 	New trial (rep=0, index=13): OrderedDict([('trialNum', 13)])
18.8295 	EXP 	New trial (rep=0, index=14): OrderedDict([('trialNum', 14)])
18.8316 	EXP 	New trial (rep=0, index=15): OrderedDict([('trialNum', 15)])
18.8335 	EXP 	New trial (rep=0, index=16): OrderedDict([('trialNum', 16)])
18.8355 	EXP 	New trial (rep=0, index=17): OrderedDict([('trialNum', 17)])
18.8375 	EXP 	New trial (rep=0, index=18): OrderedDict([('trialNum', 18)])
18.8395 	EXP 	New trial (rep=0, index=19): OrderedDict([('trialNum', 19)])
18.8414 	EXP 	New trial (rep=0, index=20): OrderedDict([('trialNum', 20)])
18.8434 	EXP 	New trial (rep=0, index=21): OrderedDict([('trialNum', 21)])
18.8454 	EXP 	New trial (rep=0, index=22): OrderedDict([('trialNum', 22)])
18.8474 	EXP 	New trial (rep=0, index=23): OrderedDict([('trialNum', 23)])
18.8535 	DATA 	Keypress: space
18.8580 	EXP 	haus_instructions: autoDraw = False
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim3.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim3.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim3.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim3.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim3.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim3.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim3.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim3.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim3.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim1.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim3.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
18.8580 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
18.8580 	EXP 	target_image2: autoDraw = True
19.0439 	EXP 	window1: recordFrameIntervals = False
19.0590 	EXP 	target_image2: autoDraw = False
19.0591 	EXP 	window1: recordFrameIntervals = True
19.3752 	EXP 	probe_image2: autoDraw = True
19.5756 	EXP 	probe_image2: autoDraw = False
21.6792 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
21.6794 	EXP 	New trial (rep=0, index=0): None
21.6819 	DATA 	Keypress: d
21.6922 	EXP 	target_image2: autoDraw = False
21.6922 	EXP 	probe_image2: autoDraw = False
21.6922 	EXP 	face_instructions: autoDraw = True
22.5753 	DATA 	Keypress: space
22.5982 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
22.5985 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
22.5987 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
22.5991 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
22.6112 	EXP 	New trial (rep=0, index=2): OrderedDict([('trialNum', 2)])
22.6205 	EXP 	New trial (rep=0, index=3): OrderedDict([('trialNum', 3)])
22.6256 	EXP 	New trial (rep=0, index=4): OrderedDict([('trialNum', 4)])
22.6391 	EXP 	New trial (rep=0, index=5): OrderedDict([('trialNum', 5)])
22.6498 	EXP 	New trial (rep=0, index=6): OrderedDict([('trialNum', 6)])
22.6555 	EXP 	New trial (rep=0, index=7): OrderedDict([('trialNum', 7)])
22.6700 	EXP 	New trial (rep=0, index=8): OrderedDict([('trialNum', 8)])
22.6765 	EXP 	New trial (rep=0, index=9): OrderedDict([('trialNum', 9)])
22.6868 	EXP 	New trial (rep=0, index=10): OrderedDict([('trialNum', 10)])
22.6930 	EXP 	New trial (rep=0, index=11): OrderedDict([('trialNum', 11)])
22.6990 	EXP 	New trial (rep=0, index=12): OrderedDict([('trialNum', 12)])
22.7130 	EXP 	New trial (rep=0, index=13): OrderedDict([('trialNum', 13)])
22.7231 	EXP 	New trial (rep=0, index=14): OrderedDict([('trialNum', 14)])
22.7290 	EXP 	New trial (rep=0, index=15): OrderedDict([('trialNum', 15)])
22.7345 	EXP 	New trial (rep=0, index=16): OrderedDict([('trialNum', 16)])
22.7404 	EXP 	New trial (rep=0, index=17): OrderedDict([('trialNum', 17)])
