3.6696 	WARNING 	psychopy.parallel has been imported on a Mac (which doesn't have a parallel port?)
19.5895 	EXP 	probe_image1: autoDraw = False
19.5895 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
19.5895 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
19.5895 	EXP 	target_image1: autoDraw = True
19.7732 	EXP 	window1: recordFrameIntervals = False
19.7880 	EXP 	target_image1: autoDraw = False
19.7881 	EXP 	window1: recordFrameIntervals = True
20.1043 	EXP 	probe_image1: autoDraw = True
20.3046 	EXP 	probe_image1: autoDraw = False
20.9418 	EXP 	New trial (rep=0, index=2): OrderedDict([('trialNum', 2)])
20.9505 	DATA 	Keypress: d
20.9544 	EXP 	target_image1: autoDraw = False
20.9544 	EXP 	probe_image1: autoDraw = False
20.9544 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
20.9544 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
20.9544 	EXP 	target_image1: autoDraw = True
21.1381 	EXP 	window1: recordFrameIntervals = False
21.1562 	EXP 	target_image1: autoDraw = False
21.1563 	EXP 	window1: recordFrameIntervals = True
21.4839 	EXP 	probe_image1: autoDraw = True
21.6894 	EXP 	probe_image1: autoDraw = False
22.0225 	EXP 	New trial (rep=0, index=3): OrderedDict([('trialNum', 3)])
22.0294 	DATA 	Keypress: s
22.0377 	EXP 	target_image1: autoDraw = False
22.0377 	EXP 	probe_image1: autoDraw = False
22.0377 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
22.0377 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
22.0377 	EXP 	target_image1: autoDraw = True
22.2230 	EXP 	window1: recordFrameIntervals = False
22.2406 	EXP 	target_image1: autoDraw = False
22.2407 	EXP 	window1: recordFrameIntervals = True
22.5668 	EXP 	probe_image1: autoDraw = True
22.7711 	EXP 	probe_image1: autoDraw = False
23.0747 	EXP 	New trial (rep=0, index=4): OrderedDict([('trialNum', 4)])
23.0862 	DATA 	Keypress: s
23.1061 	EXP 	target_image1: autoDraw = False
23.1061 	EXP 	probe_image1: autoDraw = False
23.1061 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
23.1061 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
23.1061 	EXP 	target_image1: autoDraw = True
23.2894 	EXP 	window1: recordFrameIntervals = False
23.3068 	EXP 	target_image1: autoDraw = False
23.3069 	EXP 	window1: recordFrameIntervals = True
23.6211 	EXP 	probe_image1: autoDraw = True
23.8241 	EXP 	probe_image1: autoDraw = False
24.1742 	EXP 	New trial (rep=0, index=5): OrderedDict([('trialNum', 5)])
24.1811 	DATA 	Keypress: d
24.1880 	EXP 	target_image1: autoDraw = False
24.1880 	EXP 	probe_image1: autoDraw = False
24.1880 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
24.1880 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
24.1880 	EXP 	target_image1: autoDraw = True
24.3716 	EXP 	window1: recordFrameIntervals = False
24.3879 	EXP 	target_image1: autoDraw = False
24.3880 	EXP 	window1: recordFrameIntervals = True
24.7170 	EXP 	probe_image1: autoDraw = True
24.9231 	EXP 	probe_image1: autoDraw = False
25.3073 	EXP 	New trial (rep=0, index=6): OrderedDict([('trialNum', 6)])
25.3133 	DATA 	Keypress: d
25.3212 	EXP 	target_image1: autoDraw = False
25.3212 	EXP 	probe_image1: autoDraw = False
25.3212 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
25.3212 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
25.3212 	EXP 	target_image1: autoDraw = True
25.5070 	EXP 	window1: recordFrameIntervals = False
25.5213 	EXP 	target_image1: autoDraw = False
25.5214 	EXP 	window1: recordFrameIntervals = True
25.8377 	EXP 	probe_image1: autoDraw = True
26.0394 	EXP 	probe_image1: autoDraw = False
26.5392 	EXP 	New trial (rep=0, index=7): OrderedDict([('trialNum', 7)])
26.5461 	DATA 	Keypress: s
26.5545 	EXP 	target_image1: autoDraw = False
26.5545 	EXP 	probe_image1: autoDraw = False
26.5545 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
26.5545 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
26.5545 	EXP 	target_image1: autoDraw = True
26.7402 	EXP 	window1: recordFrameIntervals = False
26.7545 	EXP 	target_image1: autoDraw = False
26.7545 	EXP 	window1: recordFrameIntervals = True
27.0712 	EXP 	probe_image1: autoDraw = True
27.2730 	EXP 	probe_image1: autoDraw = False
27.8250 	EXP 	New trial (rep=0, index=8): OrderedDict([('trialNum', 8)])
27.8309 	DATA 	Keypress: d
27.8378 	EXP 	target_image1: autoDraw = False
27.8378 	EXP 	probe_image1: autoDraw = False
27.8378 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
27.8378 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
27.8378 	EXP 	target_image1: autoDraw = True
28.0231 	EXP 	window1: recordFrameIntervals = False
28.0381 	EXP 	target_image1: autoDraw = False
28.0382 	EXP 	window1: recordFrameIntervals = True
28.3546 	EXP 	probe_image1: autoDraw = True
28.5545 	EXP 	probe_image1: autoDraw = False
28.9745 	EXP 	New trial (rep=0, index=9): OrderedDict([('trialNum', 9)])
28.9809 	DATA 	Keypress: d
28.9879 	EXP 	target_image1: autoDraw = False
28.9879 	EXP 	probe_image1: autoDraw = False
28.9879 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
28.9879 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
28.9879 	EXP 	target_image1: autoDraw = True
29.1731 	EXP 	window1: recordFrameIntervals = False
29.1879 	EXP 	target_image1: autoDraw = False
29.1880 	EXP 	window1: recordFrameIntervals = True
29.5045 	EXP 	probe_image1: autoDraw = True
29.7049 	EXP 	probe_image1: autoDraw = False
30.0409 	EXP 	New trial (rep=0, index=10): OrderedDict([('trialNum', 10)])
30.0477 	DATA 	Keypress: d
30.0545 	EXP 	target_image1: autoDraw = False
30.0545 	EXP 	probe_image1: autoDraw = False
30.0545 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
30.0545 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
30.0545 	EXP 	target_image1: autoDraw = True
30.2396 	EXP 	window1: recordFrameIntervals = False
30.2570 	EXP 	target_image1: autoDraw = False
30.2571 	EXP 	window1: recordFrameIntervals = True
30.5709 	EXP 	probe_image1: autoDraw = True
30.7731 	EXP 	probe_image1: autoDraw = False
31.2908 	EXP 	New trial (rep=0, index=11): OrderedDict([('trialNum', 11)])
31.2973 	DATA 	Keypress: d
31.3045 	EXP 	target_image1: autoDraw = False
31.3045 	EXP 	probe_image1: autoDraw = False
31.3045 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
31.3045 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
31.3045 	EXP 	target_image1: autoDraw = True
31.4879 	EXP 	window1: recordFrameIntervals = False
31.5063 	EXP 	target_image1: autoDraw = False
31.5064 	EXP 	window1: recordFrameIntervals = True
31.8339 	EXP 	probe_image1: autoDraw = True
32.0397 	EXP 	probe_image1: autoDraw = False
32.3247 	EXP 	New trial (rep=0, index=12): OrderedDict([('trialNum', 12)])
32.3308 	DATA 	Keypress: s
32.3383 	EXP 	target_image1: autoDraw = False
32.3383 	EXP 	probe_image1: autoDraw = False
32.3383 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
32.3383 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
32.3383 	EXP 	target_image1: autoDraw = True
32.5233 	EXP 	window1: recordFrameIntervals = False
32.5380 	EXP 	target_image1: autoDraw = False
32.5381 	EXP 	window1: recordFrameIntervals = True
32.8544 	EXP 	probe_image1: autoDraw = True
33.0562 	EXP 	probe_image1: autoDraw = False
33.2898 	EXP 	New trial (rep=0, index=13): OrderedDict([('trialNum', 13)])
33.2962 	DATA 	Keypress: s
33.3046 	EXP 	target_image1: autoDraw = False
33.3046 	EXP 	probe_image1: autoDraw = False
33.3046 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
33.3046 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
33.3046 	EXP 	target_image1: autoDraw = True
33.4880 	EXP 	window1: recordFrameIntervals = False
33.5062 	EXP 	target_image1: autoDraw = False
33.5063 	EXP 	window1: recordFrameIntervals = True
33.8338 	EXP 	probe_image1: autoDraw = True
34.0401 	EXP 	probe_image1: autoDraw = False
34.5077 	EXP 	New trial (rep=0, index=14): OrderedDict([('trialNum', 14)])
34.5144 	DATA 	Keypress: d
34.5211 	EXP 	target_image1: autoDraw = False
34.5211 	EXP 	probe_image1: autoDraw = False
34.5211 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
34.5211 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
34.5211 	EXP 	target_image1: autoDraw = True
34.7049 	EXP 	window1: recordFrameIntervals = False
34.7228 	EXP 	target_image1: autoDraw = False
34.7228 	EXP 	window1: recordFrameIntervals = True
35.0503 	EXP 	probe_image1: autoDraw = True
35.2561 	EXP 	probe_image1: autoDraw = False
35.9226 	EXP 	New trial (rep=0, index=15): OrderedDict([('trialNum', 15)])
35.9294 	DATA 	Keypress: d
35.9378 	EXP 	target_image1: autoDraw = False
35.9378 	EXP 	probe_image1: autoDraw = False
35.9378 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
35.9378 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
35.9378 	EXP 	target_image1: autoDraw = True
36.1235 	EXP 	window1: recordFrameIntervals = False
36.1377 	EXP 	target_image1: autoDraw = False
36.1378 	EXP 	window1: recordFrameIntervals = True
36.4670 	EXP 	probe_image1: autoDraw = True
36.6731 	EXP 	probe_image1: autoDraw = False
36.9562 	EXP 	New trial (rep=0, index=16): OrderedDict([('trialNum', 16)])
36.9629 	DATA 	Keypress: s
36.9712 	EXP 	target_image1: autoDraw = False
36.9712 	EXP 	probe_image1: autoDraw = False
36.9712 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
36.9712 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
36.9712 	EXP 	target_image1: autoDraw = True
37.1563 	EXP 	window1: recordFrameIntervals = False
37.1736 	EXP 	target_image1: autoDraw = False
37.1737 	EXP 	window1: recordFrameIntervals = True
37.4877 	EXP 	probe_image1: autoDraw = True
37.6898 	EXP 	probe_image1: autoDraw = False
38.1418 	EXP 	New trial (rep=0, index=17): OrderedDict([('trialNum', 17)])
38.1490 	DATA 	Keypress: s
38.1543 	EXP 	target_image1: autoDraw = False
38.1543 	EXP 	probe_image1: autoDraw = False
38.1543 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
38.1543 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
38.1543 	EXP 	target_image1: autoDraw = True
38.3401 	EXP 	window1: recordFrameIntervals = False
38.3547 	EXP 	target_image1: autoDraw = False
38.3548 	EXP 	window1: recordFrameIntervals = True
38.6712 	EXP 	probe_image1: autoDraw = True
38.8730 	EXP 	probe_image1: autoDraw = False
39.3227 	EXP 	New trial (rep=0, index=18): OrderedDict([('trialNum', 18)])
39.3299 	DATA 	Keypress: d
39.3379 	EXP 	target_image1: autoDraw = False
39.3379 	EXP 	probe_image1: autoDraw = False
39.3379 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
39.3379 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
39.3379 	EXP 	target_image1: autoDraw = True
39.5215 	EXP 	window1: recordFrameIntervals = False
39.5398 	EXP 	target_image1: autoDraw = False
39.5399 	EXP 	window1: recordFrameIntervals = True
39.8670 	EXP 	probe_image1: autoDraw = True
40.0738 	EXP 	probe_image1: autoDraw = False
40.4076 	EXP 	New trial (rep=0, index=19): OrderedDict([('trialNum', 19)])
40.4139 	DATA 	Keypress: s
40.4212 	EXP 	target_image1: autoDraw = False
40.4212 	EXP 	probe_image1: autoDraw = False
40.4212 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
40.4212 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
40.4212 	EXP 	target_image1: autoDraw = True
40.6051 	EXP 	window1: recordFrameIntervals = False
40.6229 	EXP 	target_image1: autoDraw = False
40.6230 	EXP 	window1: recordFrameIntervals = True
40.9504 	EXP 	probe_image1: autoDraw = True
41.1563 	EXP 	probe_image1: autoDraw = False
41.7227 	EXP 	New trial (rep=0, index=20): OrderedDict([('trialNum', 20)])
41.7293 	DATA 	Keypress: s
41.7378 	EXP 	target_image1: autoDraw = False
41.7378 	EXP 	probe_image1: autoDraw = False
41.7378 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
41.7378 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
41.7378 	EXP 	target_image1: autoDraw = True
41.9231 	EXP 	window1: recordFrameIntervals = False
41.9407 	EXP 	target_image1: autoDraw = False
41.9408 	EXP 	window1: recordFrameIntervals = True
42.2544 	EXP 	probe_image1: autoDraw = True
42.4562 	EXP 	probe_image1: autoDraw = False
42.9407 	EXP 	New trial (rep=0, index=21): OrderedDict([('trialNum', 21)])
42.9465 	DATA 	Keypress: s
42.9547 	EXP 	target_image1: autoDraw = False
42.9547 	EXP 	probe_image1: autoDraw = False
42.9547 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
42.9547 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
42.9547 	EXP 	target_image1: autoDraw = True
43.1401 	EXP 	window1: recordFrameIntervals = False
43.1547 	EXP 	target_image1: autoDraw = False
43.1548 	EXP 	window1: recordFrameIntervals = True
43.4713 	EXP 	probe_image1: autoDraw = True
43.6729 	EXP 	probe_image1: autoDraw = False
44.0249 	EXP 	New trial (rep=0, index=22): OrderedDict([('trialNum', 22)])
44.0315 	DATA 	Keypress: d
44.0379 	EXP 	target_image1: autoDraw = False
44.0379 	EXP 	probe_image1: autoDraw = False
44.0379 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
44.0379 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
44.0379 	EXP 	target_image1: autoDraw = True
44.2215 	EXP 	window1: recordFrameIntervals = False
44.2398 	EXP 	target_image1: autoDraw = False
44.2399 	EXP 	window1: recordFrameIntervals = True
44.5668 	EXP 	probe_image1: autoDraw = True
44.7732 	EXP 	probe_image1: autoDraw = False
45.3393 	EXP 	New trial (rep=0, index=23): OrderedDict([('trialNum', 23)])
45.3460 	DATA 	Keypress: s
45.3546 	EXP 	target_image1: autoDraw = False
45.3546 	EXP 	probe_image1: autoDraw = False
45.3546 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
45.3546 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
45.3546 	EXP 	target_image1: autoDraw = True
45.5381 	EXP 	window1: recordFrameIntervals = False
45.5563 	EXP 	target_image1: autoDraw = False
45.5564 	EXP 	window1: recordFrameIntervals = True
45.8836 	EXP 	probe_image1: autoDraw = True
46.0896 	EXP 	probe_image1: autoDraw = False
46.5110 	DATA 	Keypress: s
46.5212 	EXP 	target_image1: autoDraw = False
46.5212 	EXP 	probe_image1: autoDraw = False
46.5212 	EXP 	haus_instructions: autoDraw = True
47.5610 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
47.5613 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
47.5616 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
47.5810 	DATA 	Keypress: space
47.5879 	EXP 	haus_instructions: autoDraw = False
47.5879 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
47.5879 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
47.5879 	EXP 	target_image2: autoDraw = True
47.7733 	EXP 	window1: recordFrameIntervals = False
47.7882 	EXP 	target_image2: autoDraw = False
47.7883 	EXP 	window1: recordFrameIntervals = True
48.1162 	EXP 	probe_image2: autoDraw = True
48.3214 	EXP 	probe_image2: autoDraw = False
49.5897 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
49.6009 	DATA 	Keypress: d
49.6047 	EXP 	target_image2: autoDraw = False
49.6047 	EXP 	probe_image2: autoDraw = False
49.6047 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim2.bmp'
49.6047 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/H-8sim0.bmp'
