2.0754 	WARNING 	psychopy.parallel has been imported on a Mac (which doesn't have a parallel port?)
61.1512 	EXP 	window1: recordFrameIntervals = False
61.1695 	EXP 	target_image2: autoDraw = False
61.1696 	EXP 	window1: recordFrameIntervals = True
61.4978 	EXP 	probe_image2: autoDraw = True
61.7010 	EXP 	probe_image2: autoDraw = False
62.3018 	EXP 	New trial (rep=0, index=2): OrderedDict([('trialNum', 2)])
62.3094 	DATA 	Keypress: d
62.3176 	EXP 	target_image2: autoDraw = False
62.3176 	EXP 	probe_image2: autoDraw = False
62.3176 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
62.3176 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
62.3176 	EXP 	target_image2: autoDraw = True
62.5029 	EXP 	window1: recordFrameIntervals = False
62.5177 	EXP 	target_image2: autoDraw = False
62.5178 	EXP 	window1: recordFrameIntervals = True
62.8340 	EXP 	probe_image2: autoDraw = True
63.0343 	EXP 	probe_image2: autoDraw = False
63.4867 	EXP 	New trial (rep=0, index=3): OrderedDict([('trialNum', 3)])
63.4934 	DATA 	Keypress: d
63.5008 	EXP 	target_image2: autoDraw = False
63.5008 	EXP 	probe_image2: autoDraw = False
63.5008 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
63.5008 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
63.5008 	EXP 	target_image2: autoDraw = True
63.6864 	EXP 	window1: recordFrameIntervals = False
63.7011 	EXP 	target_image2: autoDraw = False
63.7012 	EXP 	window1: recordFrameIntervals = True
64.0172 	EXP 	probe_image2: autoDraw = True
64.2176 	EXP 	probe_image2: autoDraw = False
65.0035 	EXP 	New trial (rep=0, index=4): OrderedDict([('trialNum', 4)])
65.0114 	DATA 	Keypress: s
65.0173 	EXP 	target_image2: autoDraw = False
65.0173 	EXP 	probe_image2: autoDraw = False
65.0173 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
65.0173 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
65.0173 	EXP 	target_image2: autoDraw = True
65.2034 	EXP 	window1: recordFrameIntervals = False
65.2180 	EXP 	target_image2: autoDraw = False
65.2182 	EXP 	window1: recordFrameIntervals = True
65.5341 	EXP 	probe_image2: autoDraw = True
65.7364 	EXP 	probe_image2: autoDraw = False
66.3872 	EXP 	New trial (rep=0, index=5): OrderedDict([('trialNum', 5)])
66.3950 	DATA 	Keypress: d
66.4007 	EXP 	target_image2: autoDraw = False
66.4007 	EXP 	probe_image2: autoDraw = False
66.4007 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
66.4007 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
66.4007 	EXP 	target_image2: autoDraw = True
66.5870 	EXP 	window1: recordFrameIntervals = False
66.6013 	EXP 	target_image2: autoDraw = False
66.6014 	EXP 	window1: recordFrameIntervals = True
66.9176 	EXP 	probe_image2: autoDraw = True
67.1180 	EXP 	probe_image2: autoDraw = False
67.6020 	EXP 	New trial (rep=0, index=6): OrderedDict([('trialNum', 6)])
67.6097 	DATA 	Keypress: d
67.6177 	EXP 	target_image2: autoDraw = False
67.6177 	EXP 	probe_image2: autoDraw = False
67.6177 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
67.6177 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
67.6177 	EXP 	target_image2: autoDraw = True
67.8032 	EXP 	window1: recordFrameIntervals = False
67.8180 	EXP 	target_image2: autoDraw = False
67.8182 	EXP 	window1: recordFrameIntervals = True
68.1342 	EXP 	probe_image2: autoDraw = True
68.3364 	EXP 	probe_image2: autoDraw = False
68.8370 	EXP 	New trial (rep=0, index=7): OrderedDict([('trialNum', 7)])
68.8459 	DATA 	Keypress: s
68.8506 	EXP 	target_image2: autoDraw = False
68.8506 	EXP 	probe_image2: autoDraw = False
68.8506 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
68.8506 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
68.8506 	EXP 	target_image2: autoDraw = True
69.0364 	EXP 	window1: recordFrameIntervals = False
69.0513 	EXP 	target_image2: autoDraw = False
69.0514 	EXP 	window1: recordFrameIntervals = True
69.3676 	EXP 	probe_image2: autoDraw = True
69.5679 	EXP 	probe_image2: autoDraw = False
70.2702 	EXP 	New trial (rep=0, index=8): OrderedDict([('trialNum', 8)])
70.2785 	DATA 	Keypress: d
70.2841 	EXP 	target_image2: autoDraw = False
70.2841 	EXP 	probe_image2: autoDraw = False
70.2841 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
70.2841 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
70.2841 	EXP 	target_image2: autoDraw = True
70.4682 	EXP 	window1: recordFrameIntervals = False
70.4864 	EXP 	target_image2: autoDraw = False
70.4865 	EXP 	window1: recordFrameIntervals = True
70.8010 	EXP 	probe_image2: autoDraw = True
71.0015 	EXP 	probe_image2: autoDraw = False
71.4687 	EXP 	New trial (rep=0, index=9): OrderedDict([('trialNum', 9)])
71.4757 	DATA 	Keypress: s
71.4844 	EXP 	target_image2: autoDraw = False
71.4844 	EXP 	probe_image2: autoDraw = False
71.4844 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
71.4844 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
71.4844 	EXP 	target_image2: autoDraw = True
71.6701 	EXP 	window1: recordFrameIntervals = False
71.6848 	EXP 	target_image2: autoDraw = False
71.6849 	EXP 	window1: recordFrameIntervals = True
72.0010 	EXP 	probe_image2: autoDraw = True
72.2032 	EXP 	probe_image2: autoDraw = False
73.0041 	EXP 	New trial (rep=0, index=10): OrderedDict([('trialNum', 10)])
73.0115 	DATA 	Keypress: s
73.0174 	EXP 	target_image2: autoDraw = False
73.0174 	EXP 	probe_image2: autoDraw = False
73.0174 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
73.0174 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
73.0174 	EXP 	target_image2: autoDraw = True
73.2031 	EXP 	window1: recordFrameIntervals = False
73.2179 	EXP 	target_image2: autoDraw = False
73.2181 	EXP 	window1: recordFrameIntervals = True
73.5341 	EXP 	probe_image2: autoDraw = True
73.7347 	EXP 	probe_image2: autoDraw = False
74.1039 	EXP 	New trial (rep=0, index=11): OrderedDict([('trialNum', 11)])
74.1109 	DATA 	Keypress: d
74.1177 	EXP 	target_image2: autoDraw = False
74.1177 	EXP 	probe_image2: autoDraw = False
74.1177 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
74.1177 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
74.1177 	EXP 	target_image2: autoDraw = True
74.3015 	EXP 	window1: recordFrameIntervals = False
74.3197 	EXP 	target_image2: autoDraw = False
74.3199 	EXP 	window1: recordFrameIntervals = True
74.6481 	EXP 	probe_image2: autoDraw = True
74.8514 	EXP 	probe_image2: autoDraw = False
75.3206 	EXP 	New trial (rep=0, index=12): OrderedDict([('trialNum', 12)])
75.3298 	DATA 	Keypress: s
75.3344 	EXP 	target_image2: autoDraw = False
75.3344 	EXP 	probe_image2: autoDraw = False
75.3344 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
75.3344 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
75.3344 	EXP 	target_image2: autoDraw = True
75.5200 	EXP 	window1: recordFrameIntervals = False
75.5347 	EXP 	target_image2: autoDraw = False
75.5348 	EXP 	window1: recordFrameIntervals = True
75.8510 	EXP 	probe_image2: autoDraw = True
76.0514 	EXP 	probe_image2: autoDraw = False
76.5857 	EXP 	New trial (rep=0, index=13): OrderedDict([('trialNum', 13)])
76.5918 	DATA 	Keypress: d
76.6012 	EXP 	target_image2: autoDraw = False
76.6012 	EXP 	probe_image2: autoDraw = False
76.6012 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
76.6012 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
76.6012 	EXP 	target_image2: autoDraw = True
76.7867 	EXP 	window1: recordFrameIntervals = False
76.8015 	EXP 	target_image2: autoDraw = False
76.8016 	EXP 	window1: recordFrameIntervals = True
77.1176 	EXP 	probe_image2: autoDraw = True
77.3181 	EXP 	probe_image2: autoDraw = False
78.2705 	EXP 	New trial (rep=0, index=14): OrderedDict([('trialNum', 14)])
78.2781 	DATA 	Keypress: s
78.2845 	EXP 	target_image2: autoDraw = False
78.2845 	EXP 	probe_image2: autoDraw = False
78.2845 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
78.2845 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
78.2845 	EXP 	target_image2: autoDraw = True
78.4700 	EXP 	window1: recordFrameIntervals = False
78.4848 	EXP 	target_image2: autoDraw = False
78.4849 	EXP 	window1: recordFrameIntervals = True
78.8008 	EXP 	probe_image2: autoDraw = True
79.0015 	EXP 	probe_image2: autoDraw = False
79.6697 	EXP 	New trial (rep=0, index=15): OrderedDict([('trialNum', 15)])
79.6793 	DATA 	Keypress: s
79.6842 	EXP 	target_image2: autoDraw = False
79.6842 	EXP 	probe_image2: autoDraw = False
79.6842 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
79.6842 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
79.6842 	EXP 	target_image2: autoDraw = True
79.8699 	EXP 	window1: recordFrameIntervals = False
79.8847 	EXP 	target_image2: autoDraw = False
79.8848 	EXP 	window1: recordFrameIntervals = True
80.2010 	EXP 	probe_image2: autoDraw = True
80.4014 	EXP 	probe_image2: autoDraw = False
80.7718 	EXP 	New trial (rep=0, index=16): OrderedDict([('trialNum', 16)])
81.0474 	EXP 	window1: mouseVisible = True
